URL	method	time,max-age	post-params
https://cyberjapandata.gsi.go.jp/xyz/pale/7/116/45.png	GET	0.3729729999904521		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/113/48.png	GET	24.01400002418086		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/116/48.png	GET	24.13999999407679		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/114/44.png	GET	0.3716509999940172		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/115/44.png	GET	0.3712999999988824		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/114/49.png	GET	0.37126200000056997		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/115/49.png	GET	21.474000008311123		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/113/44.png	GET	0.37001499999314547		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/116/44.png	GET	0.37016599997878075		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/113/49.png	GET	21.309000032488257		
https://cyberjapandata.gsi.go.jp/xyz/pale/7/116/49.png	GET	20.589000021573156		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/230/92.png	GET	142.7290000137873		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/230/93.png	GET	216.2430000025779		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/229/92.png	GET	0.34136899997247383		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/231/92.png	GET	0.3411919999634847		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/229/93.png	GET	0.34108899999409914		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/231/93.png	GET	0.3411740000010468		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/230/91.png	GET	0.3409959999844432		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/230/94.png	GET	0.34108699997887015		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/229/91.png	GET	0.34100900002522394		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/231/91.png	GET	0.3407310000038706		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/229/94.png	GET	0.34064099995885044		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/231/94.png	GET	0.3401120000053197		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/228/92.png	GET	0.33890199998859316		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/232/92.png	GET	0.338621000002604		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/228/93.png	GET	0.3384660000447184		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/232/93.png	GET	0.33818899997277185		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/230/90.png	GET	0.33825999998953193		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/228/91.png	GET	0.3382059999858029		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/232/91.png	GET	0.3379950000089593		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/228/94.png	GET	0.3380149999866262		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/232/94.png	GET	0.3379129999666475		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/230/95.png	GET	0.3378079999820329		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/229/90.png	GET	0.33765900001162663		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/231/90.png	GET	0.33757400000467896		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/229/95.png	GET	0.33751100004883483		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/231/95.png	GET	0.3377450000261888		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/228/90.png	GET	0.33789300004718825		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/232/90.png	GET	0.3382879999699071		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/228/95.png	GET	0.3384230000083335		
https://cyberjapandata.gsi.go.jp/xyz/pale/8/232/95.png	GET	0.33845199999632314		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/460/186.png	GET	0.4074820000096224		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/461/186.png	GET	0.4074389999732375		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/460/185.png	GET	0.40735999995376915		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/461/185.png	GET	0.4074140000157058		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/460/187.png	GET	0.4074840000248514		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/461/187.png	GET	0.40752000000793487		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/459/186.png	GET	0.40719100000569597		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/462/186.png	GET	0.4078929999959655		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/459/185.png	GET	0.4079759999876842		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/462/185.png	GET	0.40805399999953806		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/459/187.png	GET	0.4084010000224225		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/462/187.png	GET	0.40851899998961017		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/460/184.png	GET	0.40870100003667176		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/461/184.png	GET	0.40872900001704693		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/460/188.png	GET	0.4088820000179112		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/461/188.png	GET	0.4092180000152439		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/459/184.png	GET	0.40991200000280514		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/462/184.png	GET	0.41015200002584606		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/459/188.png	GET	0.41047600004822016		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/462/188.png	GET	0.41114000004017726		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/460/183.png	GET	0.4115140000358224		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/461/183.png	GET	0.4114570000092499		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/460/189.png	GET	0.4119990000035614		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/461/189.png	GET	0.4123050000052899		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/459/183.png	GET	0.4125670000212267		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/462/183.png	GET	0.41258400003425777		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/459/189.png	GET	0.4127580000204034		
https://cyberjapandata.gsi.go.jp/xyz/pale/9/462/189.png	GET	0.4129090000060387		
https://cyberjapandata.gsi.go.jp/xyz/pale/10/922/372.png	GET	0.38268599996808916		
